"id_peserta","nama","nama_prodi","periode_tahun","periode_bulan","periode_tanggal","label_status_seleksi"
727,Prinz Dicks,Teknik Sipil,2020,6,1,Diterima
748,Malory Heard,Teknik Sipil,2020,6,1,Diterima
769,Adi Bottini,Teknik Sipil,2020,6,1,Diterima
802,Udell Pountney,Teknik Sipil,2020,6,1,Diterima
806,Krishnah Springham,Teknik Sipil,2020,6,1,Diterima
810,Borden Echallier,Teknik Sipil,2020,6,1,Diterima
816,Gilemette Olrenshaw,Teknik Sipil,2020,6,1,Diterima
821,Claudina Flucks,Teknik Sipil,2020,6,1,Diterima
869,Ivonne Baudrey,Teknik Sipil,2020,6,1,Diterima
871,Bernardina Sevitt,Teknik Sipil,2020,6,1,Diterima
894,Amie Droghan,Teknik Sipil,2020,6,1,Diterima
898,Bondon Canland,Teknik Sipil,2020,6,1,Diterima
918,Anton Eudall,Teknik Sipil,2020,6,1,Diterima
933,Phillipp Purchall,Teknik Sipil,2020,6,1,Diterima
939,Lola Haberjam,Teknik Sipil,2020,6,1,Diterima
997,Winthrop Gaylor,Teknik Sipil,2020,6,1,Diterima
5,Celina Trevenu,Teknik Sipil,2020,6,1,Diterima
18,Curry Nisco,Teknik Sipil,2020,6,1,Diterima
44,Bob Trenam,Teknik Sipil,2020,6,1,Diterima
68,Hyacinth Snozzwell,Teknik Sipil,2020,6,1,Diterima
82,Kaycee Thurstan,Teknik Sipil,2020,6,1,Diterima
113,Lloyd Deares,Teknik Sipil,2020,6,1,Diterima
120,Eugenius Errichi,Teknik Sipil,2020,6,1,Diterima
130,Jud Lemar,Teknik Sipil,2020,6,1,Diterima
143,Reggy Summerill,Teknik Sipil,2020,6,1,Diterima
158,Nonie Spat,Teknik Sipil,2020,6,1,Diterima
191,Maximilien Bramwich,Teknik Sipil,2020,6,1,Diterima
200,Marie-ann Twigley,Teknik Sipil,2020,6,1,Diterima
231,Jamie Huckerby,Teknik Sipil,2020,6,1,Diterima
251,Isak Abel,Teknik Sipil,2020,6,1,Diterima
262,Lindy Garred,Teknik Sipil,2020,6,1,Diterima
269,Joane Elvin,Teknik Sipil,2020,6,1,Diterima
283,Lew Gorring,Teknik Sipil,2020,6,1,Diterima
286,Murdock Wanden,Teknik Sipil,2020,6,1,Diterima
335,Germana Cicchinelli,Teknik Sipil,2020,6,1,Diterima
374,Janifer Martinon,Teknik Sipil,2020,6,1,Diterima
393,Gareth Gotts,Teknik Sipil,2020,6,1,Diterima
450,Rafe Binder,Teknik Sipil,2020,6,1,Diterima
454,Brenn Mc Combe,Teknik Sipil,2020,6,1,Diterima
486,Shaine O'Donegan,Teknik Sipil,2020,6,1,Diterima
